image_name,nom_predit,score,statut,nom_correct
20260505_164716_001.jpg,LEVO 1.5 BT 1 CP,0.613,identifie,LEVO 1.5 BT 1 CP
20260505_164420_012.jpg,STERIDIOL 0.15/0.03MG B/21,0.383,identifie,STERIDIOL 0.15/0.03MG B/21
20260505_164658_007.jpg,Doli,0.484,identifie,Doli
20260505_164550_009.jpg,ERREUR,0,erreur,ERREUR
20260505_164510_012.jpg,ERREUR,0,erreur,ERREUR
20260505_164448_003.jpg,ERREUR,0,erreur,ERREUR
20260505_164636_012.jpg,ERREUR,0,erreur,ERREUR
20260505_164636_028.jpg,CODOLIPRANE,0.744,identifie,CODOLIPRANE
20260505_164550_003.jpg,ERREUR,0,erreur,ERREUR
20260505_164658_013.jpg,ERREUR,0,erreur,ERREUR
20260505_164703_006.jpg,Doxymycine 100mg,0.706,identifie,Doxymycine 100mg
20260505_164402_009.jpg,LEVO 1.5 BT 1 CP,0.37,identifie,LEVO 1.5 BT 1 CP
20260505_164711_004.jpg,LEVO 1.5 BT 1 CP,0.433,identifie,LEVO 1.5 BT 1 CP
20260505_164356_008.jpg,LONSURF 20/8.19 BT 20 CP,0.39,identifie,LONSURF 20/8.19 BT 20 CP
20260505_164610_002.jpg,DIFAL 1 %,0.472,identifie,DIFAL 1 %
20260505_164535_002.jpg,ERREUR,0,erreur,ERREUR
20260505_164526_004.jpg,I3.1,0.408,identifie,I3.1
20260505_164402_008.jpg,LONSURF 20/8.19 BT 20 CP,0.388,identifie,LONSURF 20/8.19 BT 20 CP
20260505_164610_003.jpg,DIFAL 1 %,0.472,identifie,DIFAL 1 %
20260505_164536_002.jpg,ERREUR,0,erreur,ERREUR
20260505_164456_008.jpg,ERREUR,0,erreur,ERREUR
20260505_164723_003.jpg,ERREUR,0,erreur,ERREUR
20260505_164536_001.jpg,ERREUR,0,erreur,ERREUR
20260505_164448_005.jpg,Soclav,0.405,identifie,Soclav
20260505_164427_017.jpg,NUBEQA 300MG 7*16 CPS,0.518,identifie,NUBEQA 300MG 7*16 CPS
20260505_164342_020.jpg,DOLOSTOP 1G 8 CP (H),0.373,identifie,DOLOSTOP 1G 8 CP (H)
20260505_164329_003.jpg,CEFTAJECT I.V 1G/3.5ML,0.383,identifie,CEFTAJECT I.V 1G/3.5ML
20260505_164513_003.jpg,TANAKAN,0.663,identifie,TANAKAN
20260505_164510_009.jpg,Tanakan 40mg,0.667,identifie,Tanakan 40mg
20260505_164711_003.jpg,ERREUR,0,erreur,ERREUR
20260505_164610_007.jpg,AZOLE 4%,0.578,identifie,AZOLE 4%
20260505_164258_010.jpg,ERREUR,0,erreur,ERREUR
20260505_164633_012.jpg,Doli,0.735,identifie,Doli
20260505_164324_007.jpg,CHLORURE NA 0.9% 1 L POCHE,0.37,identifie,CHLORURE NA 0.9% 1 L POCHE
20260505_164329_011.jpg,TRIPLIXAM 10/2.5/10 MG BTE 30 CPS,0.404,identifie,TRIPLIXAM 10/2.5/10 MG BTE 30 CPS
20260505_164542_014.jpg,NUBEQA 300MG 7*16 CPS,0.336,identifie,NUBEQA 300MG 7*16 CPS
20260505_164703_018.jpg,Doxymycine 100mg,0.711,identifie,Doxymycine 100mg
20260505_164622_001.jpg,LONSURF 20/8.19 BT 20 CP,0.388,identifie,LONSURF 20/8.19 BT 20 CP
20260505_164716_010.jpg,NEOVIS 0.18% 10ML,0.62,identifie,NEOVIS 0.18% 10ML
20260505_164456_005.jpg,CLENIDERM,0.633,identifie,CLENIDERM
20260505_164536_008.jpg,PILO 2,0.313,identifie,PILO 2
20260505_164658_012.jpg,Doli,0.475,identifie,Doli
20260505_164442_012.jpg,Locapred,0.638,identifie,Locapred
20260505_164442_010.jpg,Locapred,0.616,identifie,Locapred
20260505_164636_025.jpg,CODOLIPRANE,0.715,identifie,CODOLIPRANE
20260505_164502_003.jpg,Cleniderm,0.822,identifie,Cleniderm
20260505_164711_014.jpg,LEVO 1.5 BT 1 CP,0.365,identifie,LEVO 1.5 BT 1 CP
20260505_164402_002.jpg,LEVO 1.5 BT 1 CP,0.367,identifie,LEVO 1.5 BT 1 CP
20260505_164526_012.jpg,SIFROL 2.1 MG,0.333,identifie,SIFROL 2.1 MG
20260505_164703_002.jpg,DOXYMYCINE,0.718,identifie,DOXYMYCINE
20260505_164252_005.jpg,AMEP 10,0.309,identifie,AMEP 10
20260505_164658_006.jpg,Zinaskin 45mg,0.414,identifie,Zinaskin 45mg
20260505_164606_008.jpg,LEVO 1.5 BT 1 CP,0.307,identifie,LEVO 1.5 BT 1 CP
20260505_164324_009.jpg,EXELON PATCH 10 9.5MG/24H /30,0.439,identifie,EXELON PATCH 10 9.5MG/24H /30
20260505_164554_003.jpg,SUSTANON,0.402,identifie,SUSTANON
20260505_164658_009.jpg,Doli,0.482,identifie,Doli
20260505_164610_005.jpg,PENTASA 1G/100ML /7 LAVEMENT,0.362,identifie,PENTASA 1G/100ML /7 LAVEMENT
20260505_164402_010.jpg,LONSURF 20/8.19 BT 20 CP,0.358,identifie,LONSURF 20/8.19 BT 20 CP
20260505_164618_001.jpg,NUBEQA 300MG 7*16 CPS,0.428,identifie,NUBEQA 300MG 7*16 CPS
20260505_164550_002.jpg,Cristal,0.872,identifie,Cristal
20260505_164427_006.jpg,I3.1,0.367,identifie,I3.1
20260505_164723_009.jpg,Doliprane 1000mg,0.782,identifie,Doliprane 1000mg
20260505_164420_001.jpg,I3.1,0.356,identifie,I3.1
20260505_164456_011.jpg,CLENIDERM,0.621,identifie,CLENIDERM
20260505_164711_008.jpg,"BC-F 8,4%",0.323,identifie,"BC-F 8,4%"
20260505_164500_010.jpg,Cleniderm,0.783,identifie,Cleniderm
